Player-additional,Player,Age,Team,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,TB,GIDP,HBP,SH,SF,IBB,BA,OBP,SLG,OPS,SB%,ISO,BABIP,BB%,SO%,BB/SO,HR/SB,XBH%,RBI Rate,R Rate,Cluster,Hitter_Type,Speed_Tier
fermifr01,Freddy Fermin,29.0,KCR,AL,111.0,368.0,339.0,40.0,92.0,14.0,0.0,6.0,36.0,2.0,0.0,23.0,66.0,124.0,10.0,2.0,1.0,3.0,1.0,0.271,0.319,0.366,0.685,1.0,0.095,0.319,0.062,0.179,0.348,3.0,0.217,0.098,0.109,1,Power Hitter,Low Speed
fermijo01,José Fermín,25.0,STL,NL,45.0,79.0,71.0,7.0,11.0,1.0,1.0,0.0,4.0,2.0,1.0,7.0,11.0,14.0,3.0,1.0,0.0,0.0,0.0,0.155,0.241,0.197,0.438,0.667,0.042,0.183,0.089,0.139,0.636,0.0,0.182,0.051,0.089,0,Contact Hitter,Moderate Speed
fitzgty01,Tyler Fitzgerald,26.0,SFG,NL,96.0,341.0,314.0,53.0,88.0,19.0,2.0,15.0,34.0,17.0,4.0,22.0,108.0,156.0,2.0,4.0,0.0,1.0,0.0,0.28,0.334,0.497,0.831,0.81,0.217,0.38,0.065,0.317,0.204,0.882,0.409,0.1,0.155,2,Balanced Hitter,High Speed
fletcdo01,Dominic Fletcher,26.0,CHW,AL,72.0,241.0,223.0,14.0,46.0,8.0,0.0,1.0,17.0,0.0,0.0,11.0,58.0,57.0,5.0,3.0,2.0,1.0,1.0,0.206,0.252,0.256,0.508,0.0,0.05,0.273,0.046,0.241,0.19,0.0,0.196,0.071,0.058,0,Contact Hitter,Low Speed
florewi01,Wilmer Flores,32.0,SFG,NL,71.0,242.0,214.0,19.0,44.0,12.0,0.0,4.0,26.0,0.0,0.0,20.0,33.0,68.0,5.0,3.0,0.0,5.0,1.0,0.206,0.277,0.318,0.595,0.0,0.112,0.22,0.083,0.136,0.606,0.0,0.364,0.107,0.079,1,Power Hitter,Low Speed
flories01,Estevan Florial,26.0,CLE,AL,36.0,111.0,98.0,11.0,17.0,6.0,2.0,3.0,11.0,2.0,1.0,11.0,41.0,36.0,2.0,1.0,1.0,0.0,0.0,0.173,0.264,0.367,0.631,0.667,0.194,0.259,0.099,0.369,0.268,1.5,0.647,0.099,0.099,2,Balanced Hitter,Moderate Speed
fordmi01,Mike Ford,31.0,CIN,NL,17.0,62.0,60.0,2.0,9.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,15.0,14.0,1.0,0.0,0.0,0.0,0.0,0.15,0.177,0.233,0.411,0.0,0.083,0.182,0.032,0.242,0.133,0.0,0.222,0.065,0.032,0,Contact Hitter,Low Speed
forteni01,Nick Fortes,27.0,MIA,NL,110.0,335.0,308.0,28.0,70.0,16.0,0.0,4.0,29.0,0.0,1.0,11.0,41.0,98.0,6.0,4.0,7.0,5.0,0.0,0.227,0.259,0.318,0.577,0.0,0.091,0.246,0.033,0.122,0.268,0.0,0.286,0.087,0.084,0,Contact Hitter,Low Speed
foscuju01,Justin Foscue,25.0,TEX,AL,15.0,44.0,42.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.048,0.091,0.071,0.162,0.0,0.023,0.083,0.045,0.409,0.111,,0.5,0.023,0.068,0,Contact Hitter,Low Speed
fraleja01,Jake Fraley,29.0,CIN,NL,116.0,382.0,350.0,44.0,97.0,19.0,2.0,5.0,26.0,20.0,5.0,26.0,70.0,135.0,6.0,3.0,0.0,3.0,0.0,0.277,0.33,0.386,0.716,0.8,0.109,0.331,0.068,0.183,0.371,0.25,0.268,0.068,0.115,1,Power Hitter,High Speed
francty01,Ty France,29.0,CIN/SEA,2LG,140.0,535.0,479.0,46.0,112.0,24.0,0.0,13.0,51.0,1.0,1.0,38.0,114.0,175.0,16.0,13.0,0.0,5.0,0.0,0.234,0.305,0.365,0.67,0.5,0.131,0.277,0.071,0.213,0.333,13.0,0.33,0.095,0.086,1,Power Hitter,Moderate Speed
fraziad01,Adam Frazier,32.0,KCR,AL,104.0,294.0,262.0,35.0,53.0,10.0,1.0,4.0,22.0,3.0,0.0,22.0,59.0,77.0,0.0,7.0,3.0,0.0,0.0,0.202,0.282,0.294,0.576,1.0,0.092,0.246,0.075,0.201,0.373,1.333,0.283,0.075,0.119,0,Contact Hitter,Low Speed
freemfr01,Freddie Freeman,34.0,LAD,NL,147.0,638.0,542.0,81.0,153.0,35.0,2.0,22.0,89.0,9.0,2.0,78.0,100.0,258.0,13.0,10.0,0.0,8.0,9.0,0.282,0.378,0.476,0.854,0.818,0.194,0.306,0.122,0.157,0.78,2.444,0.386,0.139,0.127,1,Power Hitter,Moderate Speed
freemty01,Tyler Freeman,25.0,CLE,AL,118.0,383.0,330.0,48.0,69.0,14.0,1.0,7.0,32.0,11.0,6.0,28.0,53.0,106.0,15.0,19.0,3.0,3.0,1.0,0.209,0.305,0.321,0.626,0.647,0.112,0.227,0.073,0.138,0.528,0.636,0.319,0.084,0.125,1,Power Hitter,Moderate Speed
frelisa01,Sal Frelick,24.0,MIL,NL,145.0,524.0,475.0,66.0,123.0,22.0,4.0,2.0,32.0,18.0,3.0,39.0,78.0,159.0,8.0,4.0,2.0,1.0,0.0,0.259,0.32,0.335,0.655,0.857,0.076,0.306,0.074,0.149,0.5,0.111,0.228,0.061,0.126,1,Power Hitter,High Speed
friedtj01,TJ Friedl,28.0,CIN,NL,85.0,341.0,297.0,35.0,67.0,5.0,1.0,13.0,55.0,9.0,1.0,26.0,52.0,113.0,1.0,12.0,2.0,4.0,0.0,0.226,0.31,0.38,0.69,0.9,0.154,0.229,0.076,0.152,0.5,1.444,0.284,0.161,0.103,1,Power Hitter,Moderate Speed
fryda01,David Fry,28.0,CLE,AL,122.0,392.0,335.0,44.0,88.0,18.0,1.0,14.0,51.0,4.0,1.0,42.0,84.0,150.0,13.0,9.0,0.0,4.0,4.0,0.263,0.356,0.448,0.804,0.8,0.185,0.307,0.107,0.214,0.5,3.5,0.375,0.13,0.112,2,Balanced Hitter,Moderate Speed
gallojo01,Joey Gallo,30.0,WSN,NL,76.0,260.0,223.0,24.0,36.0,9.0,0.0,10.0,27.0,3.0,1.0,32.0,102.0,75.0,1.0,4.0,0.0,1.0,0.0,0.161,0.277,0.336,0.613,0.75,0.175,0.232,0.123,0.392,0.314,3.333,0.528,0.104,0.092,2,Balanced Hitter,Moderate Speed
gamelbe01,Ben Gamel,32.0,HOU/NYM,2LG,38.0,99.0,81.0,22.0,20.0,4.0,0.0,1.0,4.0,1.0,0.0,18.0,24.0,27.0,0.0,0.0,0.0,0.0,1.0,0.247,0.384,0.333,0.717,1.0,0.086,0.339,0.182,0.242,0.75,1.0,0.25,0.04,0.222,1,Power Hitter,Low Speed
garciad02,Adolis García,31.0,TEX,AL,154.0,637.0,580.0,68.0,130.0,27.0,0.0,25.0,85.0,11.0,5.0,45.0,177.0,232.0,12.0,6.0,0.0,6.0,2.0,0.224,0.284,0.4,0.684,0.688,0.176,0.273,0.071,0.278,0.254,2.273,0.4,0.133,0.107,2,Balanced Hitter,Moderate Speed
garciav01,Avisaíl García,33.0,MIA,NL,18.0,51.0,50.0,4.0,12.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,13.0,19.0,4.0,0.0,0.0,0.0,0.0,0.24,0.255,0.38,0.635,0.0,0.14,0.286,0.02,0.255,0.077,0.0,0.25,0.039,0.078,0,Contact Hitter,Low Speed
garcilu04,Luis García Jr.,24.0,WSN,NL,140.0,528.0,500.0,58.0,141.0,25.0,1.0,18.0,70.0,22.0,5.0,27.0,86.0,222.0,12.0,0.0,0.0,1.0,2.0,0.282,0.318,0.444,0.762,0.815,0.162,0.31,0.051,0.163,0.314,0.818,0.312,0.133,0.11,1,Power Hitter,Low Speed
garcima01,Maikel Garcia,24.0,KCR,AL,157.0,626.0,575.0,84.0,133.0,27.0,5.0,7.0,58.0,37.0,2.0,42.0,103.0,191.0,7.0,0.0,4.0,5.0,0.0,0.231,0.281,0.332,0.614,0.949,0.101,0.268,0.067,0.165,0.408,0.189,0.293,0.093,0.134,1,Power Hitter,High Speed
garvemi01,Mitch Garver,33.0,SEA,AL,114.0,430.0,367.0,37.0,63.0,17.0,0.0,15.0,51.0,0.0,0.0,53.0,133.0,125.0,9.0,7.0,0.0,3.0,0.0,0.172,0.286,0.341,0.627,0.0,0.169,0.216,0.123,0.309,0.398,0.0,0.508,0.119,0.086,2,Balanced Hitter,Low Speed
gelofza01,Zack Gelof,24.0,OAK,AL,138.0,547.0,497.0,60.0,105.0,20.0,2.0,17.0,49.0,25.0,3.0,38.0,188.0,180.0,7.0,4.0,3.0,5.0,0.0,0.211,0.27,0.362,0.632,0.893,0.151,0.296,0.069,0.344,0.202,0.68,0.371,0.09,0.11,0,Contact Hitter,High Speed
gimenan01,Andrés Giménez,25.0,CLE,AL,152.0,633.0,583.0,64.0,147.0,22.0,1.0,9.0,63.0,30.0,5.0,26.0,97.0,198.0,11.0,15.0,3.0,6.0,1.0,0.252,0.298,0.34,0.638,0.857,0.088,0.286,0.041,0.153,0.268,0.3,0.218,0.1,0.101,1,Power Hitter,Low Speed
goldspa01,Paul Goldschmidt,36.0,STL,NL,154.0,654.0,599.0,70.0,147.0,33.0,1.0,22.0,65.0,11.0,0.0,47.0,173.0,248.0,20.0,2.0,0.0,2.0,2.0,0.245,0.302,0.414,0.716,1.0,0.169,0.308,0.072,0.265,0.272,2.0,0.381,0.099,0.107,2,Balanced Hitter,Low Speed
gomesya01,Yan Gomes,36.0,CHC,NL,34.0,96.0,91.0,7.0,14.0,2.0,0.0,2.0,7.0,0.0,0.0,2.0,36.0,22.0,2.0,1.0,1.0,1.0,0.0,0.154,0.179,0.242,0.421,0.0,0.088,0.222,0.021,0.375,0.056,0.0,0.286,0.073,0.073,0,Contact Hitter,Low Speed
gonzani01,Nick Gonzales,25.0,PIT,NL,94.0,387.0,359.0,42.0,97.0,19.0,3.0,7.0,49.0,5.0,3.0,18.0,74.0,143.0,8.0,5.0,1.0,4.0,1.0,0.27,0.311,0.398,0.709,0.625,0.128,0.319,0.047,0.191,0.243,1.4,0.299,0.127,0.109,1,Power Hitter,Moderate Speed
gonzaro01,Romy González,27.0,BOS,AL,89.0,216.0,199.0,25.0,53.0,10.0,1.0,6.0,29.0,11.0,3.0,12.0,58.0,83.0,5.0,1.0,0.0,4.0,0.0,0.266,0.306,0.417,0.723,0.786,0.151,0.338,0.056,0.269,0.207,0.545,0.321,0.134,0.116,2,Balanced Hitter,Moderate Speed
goodmhu01,Hunter Goodman,24.0,COL,NL,70.0,224.0,211.0,24.0,40.0,9.0,0.0,13.0,36.0,1.0,1.0,8.0,64.0,88.0,5.0,3.0,0.0,2.0,0.0,0.19,0.228,0.417,0.645,0.5,0.227,0.199,0.036,0.286,0.125,13.0,0.55,0.161,0.107,2,Balanced Hitter,Moderate Speed
goodrni01,Niko Goodrum,32.0,2TM,AL,13.0,33.0,29.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.103,0.188,0.103,0.291,0.5,0.0,0.158,0.091,0.303,0.3,0.0,0.0,0.0,0.061,0,Contact Hitter,Moderate Speed
gordoni01,Nick Gordon,28.0,MIA,NL,95.0,275.0,260.0,29.0,59.0,11.0,1.0,8.0,32.0,5.0,5.0,11.0,67.0,96.0,5.0,1.0,0.0,3.0,0.0,0.227,0.258,0.369,0.627,0.5,0.142,0.271,0.04,0.244,0.164,1.6,0.339,0.116,0.105,0,Contact Hitter,Moderate Speed
gormano01,Nolan Gorman,24.0,STL,NL,107.0,402.0,365.0,42.0,74.0,15.0,0.0,19.0,50.0,6.0,1.0,34.0,151.0,146.0,2.0,1.0,0.0,2.0,1.0,0.203,0.271,0.4,0.671,0.857,0.197,0.279,0.085,0.376,0.225,3.167,0.459,0.124,0.104,2,Balanced Hitter,Moderate Speed
gourryu01,Yuli Gurriel,40.0,KCR,AL,18.0,65.0,54.0,7.0,13.0,3.0,0.0,0.0,6.0,1.0,0.0,9.0,15.0,16.0,1.0,0.0,0.0,2.0,0.0,0.241,0.338,0.296,0.635,1.0,0.055,0.317,0.138,0.231,0.6,0.0,0.231,0.092,0.108,1,Power Hitter,Low Speed
grandya01,Yasmani Grandal,35.0,PIT,NL,72.0,243.0,215.0,26.0,49.0,10.0,0.0,9.0,27.0,1.0,0.0,24.0,46.0,86.0,7.0,0.0,3.0,1.0,0.0,0.228,0.304,0.4,0.704,1.0,0.172,0.248,0.099,0.189,0.522,9.0,0.388,0.111,0.107,1,Power Hitter,Low Speed
graytr01,Tristan Gray,28.0,2TM,2LG,15.0,31.0,28.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.107,0.194,0.143,0.336,0.0,0.036,0.25,0.097,0.516,0.188,,0.333,0.0,0.0,0,Contact Hitter,Low Speed
greenri03,Riley Greene,23.0,DET,AL,137.0,584.0,512.0,82.0,134.0,27.0,6.0,24.0,74.0,4.0,2.0,64.0,156.0,245.0,2.0,5.0,0.0,2.0,3.0,0.262,0.348,0.479,0.827,0.667,0.217,0.329,0.11,0.267,0.41,6.0,0.425,0.127,0.14,2,Balanced Hitter,Moderate Speed
grichra01,Randal Grichuk,32.0,ARI,NL,106.0,279.0,254.0,40.0,74.0,20.0,2.0,12.0,46.0,0.0,0.0,20.0,46.0,134.0,5.0,3.0,0.0,2.0,0.0,0.291,0.348,0.528,0.875,0.0,0.237,0.313,0.072,0.165,0.435,0.0,0.459,0.165,0.143,2,Balanced Hitter,Low Speed
grishtr01,Trent Grisham,27.0,NYY,AL,76.0,209.0,179.0,21.0,34.0,8.0,0.0,9.0,31.0,1.0,1.0,22.0,57.0,69.0,5.0,4.0,1.0,2.0,1.0,0.19,0.29,0.385,0.675,0.5,0.195,0.217,0.105,0.273,0.386,9.0,0.5,0.148,0.1,2,Balanced Hitter,Moderate Speed
grissva01,Vaughn Grissom,23.0,BOS,AL,31.0,114.0,105.0,10.0,20.0,3.0,0.0,0.0,6.0,2.0,0.0,7.0,24.0,23.0,3.0,1.0,0.0,1.0,0.0,0.19,0.246,0.219,0.465,1.0,0.029,0.244,0.061,0.211,0.292,0.0,0.15,0.053,0.088,0,Contact Hitter,Low Speed
grossro01,Robbie Grossman,34.0,CHW/KCR/TEX,AL,87.0,245.0,208.0,21.0,44.0,8.0,0.0,3.0,16.0,3.0,0.0,34.0,58.0,61.0,8.0,1.0,0.0,2.0,0.0,0.212,0.322,0.293,0.616,1.0,0.081,0.275,0.139,0.237,0.586,1.0,0.25,0.065,0.086,1,Power Hitter,Low Speed
guerrvl02,Vladimir Guerrero Jr.,25.0,TOR,AL,159.0,697.0,616.0,98.0,199.0,44.0,1.0,30.0,103.0,2.0,2.0,72.0,96.0,335.0,16.0,5.0,0.0,4.0,12.0,0.323,0.396,0.544,0.94,0.5,0.221,0.342,0.103,0.138,0.75,15.0,0.377,0.148,0.141,1,Power Hitter,Moderate Speed
guilllu01,Luis Guillorme,29.0,ARI/LAA,2LG,104.0,257.0,218.0,22.0,42.0,13.0,1.0,0.0,17.0,7.0,2.0,35.0,49.0,57.0,10.0,0.0,1.0,3.0,0.0,0.193,0.301,0.261,0.561,0.778,0.068,0.244,0.136,0.191,0.714,0.0,0.333,0.066,0.086,1,Power Hitter,Moderate Speed
gurrilo01,Lourdes Gurriel Jr.,30.0,ARI,NL,133.0,553.0,513.0,72.0,143.0,22.0,2.0,18.0,75.0,7.0,1.0,29.0,101.0,223.0,16.0,6.0,0.0,5.0,1.0,0.279,0.322,0.435,0.757,0.875,0.156,0.313,0.052,0.183,0.287,2.571,0.294,0.136,0.13,1,Power Hitter,Moderate Speed
haaseer01,Eric Haase,31.0,MIL,NL,30.0,69.0,66.0,10.0,18.0,1.0,0.0,5.0,14.0,0.0,0.0,3.0,28.0,34.0,0.0,0.0,0.0,0.0,0.0,0.273,0.304,0.515,0.819,0.0,0.242,0.394,0.043,0.406,0.107,0.0,0.333,0.203,0.145,2,Balanced Hitter,Low Speed
hamilda03,David Hamilton,26.0,BOS,AL,98.0,317.0,294.0,47.0,73.0,17.0,1.0,8.0,28.0,33.0,4.0,22.0,80.0,116.0,1.0,1.0,0.0,0.0,0.0,0.248,0.303,0.395,0.697,0.892,0.147,0.316,0.069,0.252,0.275,0.242,0.356,0.088,0.148,2,Balanced Hitter,Low Speed
hampsga01,Garrett Hampson,29.0,KCR,AL,113.0,231.0,213.0,16.0,49.0,13.0,1.0,0.0,16.0,7.0,2.0,14.0,59.0,64.0,3.0,0.0,2.0,2.0,0.0,0.23,0.275,0.3,0.576,0.778,0.07,0.314,0.061,0.255,0.237,0.0,0.286,0.069,0.069,0,Contact Hitter,Moderate Speed
hanigmi01,Mitch Haniger,33.0,SEA,AL,121.0,423.0,380.0,42.0,79.0,12.0,0.0,12.0,44.0,0.0,0.0,40.0,126.0,127.0,10.0,2.0,0.0,1.0,0.0,0.208,0.286,0.334,0.62,0.0,0.126,0.276,0.095,0.298,0.317,0.0,0.304,0.104,0.099,0,Contact Hitter,Low Speed
happia01,Ian Happ,29.0,CHC,NL,153.0,657.0,569.0,89.0,138.0,34.0,2.0,25.0,86.0,13.0,2.0,80.0,168.0,251.0,7.0,6.0,0.0,2.0,1.0,0.243,0.341,0.441,0.782,0.867,0.198,0.299,0.122,0.256,0.476,1.923,0.442,0.131,0.135,2,Balanced Hitter,Moderate Speed
harpebr03,Bryce Harper,31.0,PHI,NL,145.0,631.0,550.0,85.0,157.0,42.0,0.0,30.0,87.0,7.0,4.0,76.0,138.0,289.0,18.0,2.0,1.0,2.0,11.0,0.285,0.373,0.525,0.898,0.636,0.24,0.331,0.12,0.219,0.551,4.286,0.459,0.138,0.135,2,Balanced Hitter,Moderate Speed
harribr02,Brett Harris,26.0,OAK,AL,36.0,123.0,103.0,15.0,15.0,3.0,0.0,3.0,12.0,0.0,3.0,17.0,25.0,27.0,3.0,2.0,0.0,1.0,0.0,0.146,0.276,0.262,0.539,0.0,0.116,0.158,0.138,0.203,0.68,0.0,0.4,0.098,0.122,1,Power Hitter,Low Speed
harrimi04,Michael Harris II,23.0,ATL,NL,110.0,470.0,440.0,58.0,116.0,14.0,3.0,16.0,48.0,10.0,6.0,23.0,94.0,184.0,6.0,4.0,0.0,3.0,1.0,0.264,0.304,0.418,0.722,0.625,0.154,0.3,0.049,0.2,0.245,1.6,0.284,0.102,0.123,1,Power Hitter,Moderate Speed
hayeske01,Ke'Bryan Hayes,27.0,PIT,NL,96.0,396.0,365.0,38.0,85.0,9.0,0.0,4.0,25.0,11.0,2.0,23.0,75.0,106.0,12.0,4.0,0.0,4.0,1.0,0.233,0.283,0.29,0.573,0.846,0.057,0.279,0.058,0.189,0.307,0.364,0.153,0.063,0.096,0,Contact Hitter,Moderate Speed
haysau01,Austin Hays,28.0,BAL/PHI,2LG,85.0,255.0,235.0,26.0,60.0,18.0,0.0,5.0,20.0,2.0,2.0,9.0,59.0,93.0,2.0,8.0,1.0,2.0,1.0,0.255,0.303,0.396,0.699,0.5,0.141,0.318,0.035,0.231,0.153,2.5,0.383,0.078,0.102,2,Balanced Hitter,Moderate Speed
hedgeau01,Austin Hedges,31.0,CLE,AL,66.0,146.0,132.0,12.0,20.0,3.0,0.0,2.0,15.0,2.0,0.0,6.0,50.0,29.0,2.0,3.0,3.0,2.0,0.0,0.152,0.203,0.22,0.422,1.0,0.068,0.22,0.041,0.342,0.12,1.0,0.25,0.103,0.082,0,Contact Hitter,Low Speed
heimjo01,Jonah Heim,29.0,TEX,AL,131.0,491.0,459.0,45.0,101.0,12.0,1.0,13.0,59.0,1.0,1.0,26.0,90.0,154.0,13.0,4.0,0.0,2.0,0.0,0.22,0.267,0.336,0.602,0.5,0.116,0.246,0.053,0.183,0.289,13.0,0.257,0.12,0.092,0,Contact Hitter,Moderate Speed
hendegu01,Gunnar Henderson,23.0,BAL,AL,159.0,719.0,630.0,118.0,177.0,31.0,7.0,37.0,92.0,21.0,4.0,78.0,159.0,333.0,2.0,7.0,0.0,4.0,1.0,0.281,0.364,0.529,0.893,0.84,0.248,0.32,0.108,0.221,0.491,1.762,0.424,0.128,0.164,2,Balanced Hitter,High Speed
henslda01,David Hensley,28.0,MIA,NL,23.0,58.0,52.0,9.0,11.0,1.0,0.0,1.0,4.0,1.0,0.0,6.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.212,0.293,0.288,0.582,1.0,0.076,0.294,0.103,0.293,0.353,1.0,0.182,0.069,0.155,0,Contact Hitter,Low Speed
hernada04,Darell Hernaiz,22.0,OAK,AL,48.0,135.0,120.0,8.0,23.0,3.0,0.0,1.0,12.0,1.0,1.0,11.0,27.0,29.0,4.0,1.0,1.0,2.0,0.0,0.192,0.261,0.242,0.503,0.5,0.05,0.234,0.081,0.2,0.407,1.0,0.174,0.089,0.059,0,Contact Hitter,Moderate Speed
hernaen02,Kiké Hernández,32.0,LAD,NL,126.0,393.0,362.0,44.0,83.0,16.0,0.0,12.0,42.0,0.0,0.0,27.0,77.0,135.0,13.0,0.0,1.0,3.0,0.0,0.229,0.281,0.373,0.654,0.0,0.144,0.257,0.069,0.196,0.351,0.0,0.337,0.107,0.112,1,Power Hitter,Low Speed
hernate01,Teoscar Hernández,31.0,LAD,NL,154.0,652.0,589.0,84.0,160.0,32.0,2.0,33.0,99.0,12.0,3.0,53.0,188.0,295.0,7.0,8.0,0.0,1.0,3.0,0.272,0.339,0.501,0.84,0.8,0.229,0.344,0.081,0.288,0.282,2.75,0.419,0.152,0.129,2,Balanced Hitter,Moderate Speed
herreiv01,Iván Herrera,24.0,STL,NL,72.0,259.0,229.0,37.0,69.0,12.0,1.0,5.0,27.0,5.0,0.0,25.0,53.0,98.0,3.0,2.0,0.0,2.0,0.0,0.301,0.372,0.428,0.8,1.0,0.127,0.37,0.097,0.205,0.472,1.0,0.261,0.104,0.143,1,Power Hitter,Low Speed
herrejo04,José Herrera,27.0,ARI,NL,42.0,114.0,97.0,11.0,22.0,4.0,1.0,1.0,13.0,0.0,0.0,9.0,27.0,31.0,1.0,0.0,7.0,1.0,0.0,0.227,0.29,0.32,0.609,0.0,0.093,0.3,0.079,0.237,0.333,0.0,0.273,0.114,0.096,1,Power Hitter,Low Speed
heywaja01,Jason Heyward,34.0,HOU/LAD,2LG,87.0,258.0,228.0,33.0,48.0,12.0,2.0,10.0,37.0,5.0,0.0,22.0,53.0,94.0,3.0,4.0,0.0,3.0,2.0,0.211,0.288,0.412,0.7,1.0,0.201,0.226,0.085,0.205,0.415,2.0,0.5,0.143,0.128,2,Balanced Hitter,High Speed
hicksaa01,Aaron Hicks,34.0,LAA,AL,18.0,63.0,57.0,6.0,8.0,0.0,0.0,1.0,5.0,0.0,0.0,6.0,23.0,11.0,1.0,0.0,0.0,0.0,0.0,0.14,0.222,0.193,0.415,0.0,0.053,0.212,0.095,0.365,0.261,0.0,0.125,0.079,0.095,0,Contact Hitter,Low Speed
higasky01,Kyle Higashioka,34.0,SDP,NL,84.0,263.0,246.0,29.0,54.0,10.0,1.0,17.0,45.0,2.0,0.0,15.0,74.0,117.0,3.0,0.0,1.0,1.0,0.0,0.22,0.263,0.476,0.739,1.0,0.256,0.237,0.057,0.281,0.203,8.5,0.519,0.171,0.11,2,Balanced Hitter,Low Speed
hillde01,Derek Hill,28.0,MIA/TEX,2LG,90.0,299.0,281.0,33.0,67.0,8.0,4.0,11.0,45.0,10.0,3.0,8.0,98.0,116.0,3.0,4.0,4.0,2.0,0.0,0.238,0.268,0.413,0.68,0.769,0.175,0.322,0.027,0.328,0.082,1.1,0.343,0.151,0.11,2,Balanced Hitter,Moderate Speed
hillisa01,Sam Hilliard,30.0,COL,NL,58.0,158.0,138.0,26.0,33.0,5.0,1.0,10.0,27.0,5.0,2.0,14.0,56.0,70.0,3.0,0.0,4.0,2.0,1.0,0.239,0.305,0.507,0.812,0.714,0.268,0.311,0.089,0.354,0.25,2.0,0.485,0.171,0.165,2,Balanced Hitter,Moderate Speed
hindsre01,Rece Hinds,23.0,CIN,NL,24.0,51.0,46.0,9.0,12.0,4.0,1.0,5.0,11.0,2.0,0.0,4.0,16.0,33.0,0.0,1.0,0.0,0.0,0.0,0.261,0.333,0.717,1.051,1.0,0.456,0.28,0.078,0.314,0.25,2.5,0.833,0.216,0.176,2,Balanced Hitter,Low Speed
hoernni01,Nico Hoerner,27.0,CHC,NL,151.0,641.0,582.0,86.0,159.0,35.0,1.0,7.0,48.0,31.0,6.0,44.0,66.0,217.0,8.0,12.0,0.0,3.0,1.0,0.273,0.335,0.373,0.708,0.838,0.1,0.297,0.069,0.103,0.667,0.226,0.27,0.075,0.134,1,Power Hitter,Low Speed
hollija01,Jackson Holliday,20.0,BAL,AL,60.0,208.0,190.0,28.0,36.0,4.0,2.0,5.0,23.0,4.0,0.0,15.0,69.0,59.0,1.0,2.0,0.0,1.0,0.0,0.189,0.255,0.311,0.565,1.0,0.122,0.265,0.072,0.332,0.217,1.25,0.306,0.111,0.135,0,Contact Hitter,High Speed
horwisp01,Spencer Horwitz,26.0,TOR,AL,97.0,381.0,328.0,46.0,87.0,19.0,0.0,12.0,40.0,0.0,0.0,42.0,70.0,142.0,8.0,7.0,0.0,4.0,2.0,0.265,0.357,0.433,0.79,0.0,0.168,0.3,0.11,0.184,0.6,0.0,0.356,0.105,0.121,1,Power Hitter,Low Speed
hoskirh01,Rhys Hoskins,31.0,MIL,NL,131.0,517.0,449.0,59.0,96.0,14.0,0.0,26.0,82.0,3.0,0.0,53.0,149.0,188.0,11.0,7.0,0.0,6.0,1.0,0.214,0.303,0.419,0.722,1.0,0.205,0.25,0.103,0.288,0.356,8.667,0.417,0.159,0.114,2,Balanced Hitter,Low Speed
hurtuja01,Jacob Hurtubise,26.0,CIN,NL,29.0,68.0,54.0,7.0,10.0,1.0,1.0,0.0,4.0,2.0,0.0,6.0,18.0,13.0,0.0,3.0,4.0,1.0,0.0,0.185,0.297,0.241,0.538,1.0,0.056,0.27,0.088,0.265,0.333,0.0,0.2,0.059,0.103,0,Contact Hitter,Low Speed
ibanean01,Andy Ibáñez,31.0,DET,AL,99.0,244.0,224.0,30.0,54.0,9.0,1.0,5.0,32.0,2.0,3.0,15.0,63.0,80.0,2.0,3.0,0.0,2.0,0.0,0.241,0.295,0.357,0.652,0.4,0.116,0.31,0.061,0.258,0.238,2.5,0.278,0.131,0.123,0,Contact Hitter,Moderate Speed
iglesjo01,Jose Iglesias,34.0,NYM,NL,85.0,291.0,270.0,39.0,91.0,16.0,1.0,4.0,26.0,6.0,2.0,12.0,39.0,121.0,4.0,8.0,0.0,1.0,1.0,0.337,0.381,0.448,0.83,0.75,0.111,0.382,0.041,0.134,0.308,0.667,0.231,0.089,0.134,1,Power Hitter,Moderate Speed
indiajo01,Jonathan India,27.0,CIN,NL,151.0,637.0,533.0,84.0,132.0,28.0,2.0,15.0,58.0,13.0,2.0,80.0,125.0,209.0,16.0,15.0,2.0,7.0,0.0,0.248,0.357,0.392,0.75,0.867,0.144,0.292,0.126,0.196,0.64,1.154,0.341,0.091,0.132,1,Power Hitter,Moderate Speed
isbelky01,Kyle Isbel,27.0,KCR,AL,136.0,426.0,384.0,62.0,88.0,13.0,8.0,8.0,42.0,11.0,2.0,27.0,88.0,141.0,4.0,5.0,8.0,2.0,0.0,0.229,0.287,0.367,0.654,0.846,0.138,0.276,0.063,0.207,0.307,0.727,0.33,0.099,0.146,1,Power Hitter,Moderate Speed
