Rk,Name,Age,Tm,Lg,G▼,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary,Name-additional
842,Adrian Houser,31,NYM,NL,23,7,0,69.1,15,4,11,0,1,1.000,,,3,9,1,1.95,0.65,P,housead01
843,Dominic Leone,32,CHW,AL,23,0,0,19.0,3,0,2,1,0,.667,,,-2,-21,0,0.95,0.09,P,leonedo01
844,Lance Lynn,37,STL,NL,23,23,0,117.1,10,5,3,2,0,.800,,,-4,-7,0,0.61,0.35,P,lynnla01
845,Justyn-Henry Malloy,24,DET,AL,23,14,6,122.1,24,24,0,0,0,1.000,1,5,-2,-19,0,1.77,1.04,OF,malloju02
846,Yunior Marte,29,PHI,NL,23,0,0,26.0,6,4,2,0,0,1.000,,,-2,-15,0,2.08,0.26,P,marteyu01
847,Sean Reid-Foley,28,NYM,NL,23,0,0,21.2,0,0,0,0,0,,,,-1,-9,,0.00,0.00,P,reidfse01
848,Landen Roupp,25,SFG,NL,23,4,0,50.1,11,3,8,0,0,1.000,,,2,8,0,1.97,0.48,P,rouppla01
849,Joe Ryan,28,MIN,AL,23,23,0,135.0,21,10,9,2,0,.905,,,-3,-4,-1,1.27,0.83,P,ryanjo04
850,Paul Skenes,22,PIT,NL,23,23,0,133.0,26,7,17,2,1,.923,,,1,2,0,1.62,1.04,P,skenepa01
851,Kris Bryant,32,COL,NL,22,21,14,169.0,105,101,3,1,10,.990,-6,-40,-3,-21,-1,5.54,4.73,OF-1B,bryankr01
852,Jonatan Clase,22,TOT,AL,22,18,14,161.0,33,33,0,0,0,1.000,0,2,-2,-14,0,1.84,1.50,OF,clasejo01
853,José Fermín,25,STL,NL,22,13,7,126.0,37,13,24,0,2,1.000,-3,-32,-1,-9,0,2.64,1.48,2B-3B-OF,fermijo01
854,Estevan Florial,26,CLE,AL,22,16,9,144.0,37,35,1,1,0,.973,0,-1,3,25,0,2.25,1.64,OF,flories01
855,Tyler Glasnow,30,LAD,NL,22,22,0,134.0,23,15,8,0,0,1.000,,,-3,-4,0,1.54,1.05,P,glasnty01
856,Rece Hinds,23,CIN,NL,22,10,10,115.0,33,33,0,0,0,1.000,4,40,1,10,0,2.58,1.50,OF,hindsre01
857,Jared Jones,22,PIT,NL,22,22,0,121.2,18,9,8,1,0,.944,,,1,2,0,1.26,0.77,P,jonesja09
858,Casey Mize,27,DET,AL,22,20,0,102.1,20,6,14,0,4,1.000,,,2,4,0,1.76,0.91,P,mizeca01
859,Reese Olson,24,DET,AL,22,22,0,112.1,7,3,3,1,0,.857,,,-4,-7,0,0.48,0.27,P,olsonre01
860,Kaleb Ort,32,HOU,AL,22,0,0,24.2,1,0,0,1,0,.000,,,0,0,0,0.00,0.00,P,ortka01
861,José Quijada,28,LAA,AL,22,0,0,19.1,1,0,1,0,0,1.000,,,0,0,0,0.47,0.05,P,quijajo01
862,George Soriano,25,MIA,NL,22,0,0,29.1,6,3,3,0,0,1.000,,,1,7,0,1.84,0.27,P,soriage01
863,José Soriano,25,LAA,AL,22,20,0,113.0,33,15,16,2,3,.939,,,2,4,0,2.47,1.41,P,soriajo02
864,Carson Spiers,26,CIN,NL,22,10,0,90.2,13,9,4,0,1,1.000,,,1,2,0,1.29,0.59,P,spierca01
865,Ross Stripling,34,OAK,AL,22,14,0,85.1,14,5,8,1,0,.929,,,-1,-2,0,1.37,0.59,P,stripro01
866,José Suarez,26,LAA,AL,22,3,0,52.1,3,0,3,0,0,1.000,,,0,0,0,0.52,0.14,P,suarejo01
867,Devin Williams,29,MIL,NL,22,0,0,21.2,3,2,1,0,0,1.000,,,0,0,0,1.25,0.14,P,willide03
868,Luke Williams,27,ATL,NL,22,14,9,131.0,47,15,30,2,4,.957,3,31,3,27,0,3.09,2.05,2B-3B-OF-SS-P,willilu01
869,Bryan Woo,24,SEA,AL,22,22,0,121.1,21,14,7,0,0,1.000,,,0,0,0,1.56,0.95,P,woobr01
870,Steward Berroa,25,TOR,AL,21,9,8,107.0,28,27,1,0,0,1.000,3,37,3,33,0,2.36,1.33,OF,berrost01
871,Jon Berti,34,NYY,AL,21,18,17,167.0,45,8,34,3,4,.933,2,16,2,14,0,2.26,2.00,3B-2B-OF,bertijo01
872,Carlos Carrasco,37,CLE,AL,21,21,0,103.2,19,9,9,1,0,.947,,,1,2,0,1.56,0.86,P,carraca01
873,Kyle Freeland,31,COL,NL,21,21,0,113.1,12,2,9,1,0,.917,,,-1,-2,-1,0.87,0.52,P,freelky01
874,Giovanny Gallegos,32,STL,NL,21,0,0,20.2,8,4,4,0,0,1.000,,,1,10,0,3.48,0.38,P,gallegi01
875,Brenan Hanifee,26,DET,AL,21,3,0,29.1,9,3,5,1,0,.889,,,0,0,0,2.45,0.38,P,hanifbr01
876,Hogan Harris,27,OAK,AL,21,9,0,72.1,7,1,5,1,0,.857,,,0,0,0,0.75,0.29,P,harriho03
877,Jacob Hurtubise,26,CIN,NL,21,17,9,147.0,35,32,3,0,0,1.000,0,2,1,8,1,2.14,1.67,OF,hurtuja01
878,Alex Lange,28,DET,AL,21,0,0,18.2,1,0,1,0,0,1.000,,,0,0,0,0.48,0.05,P,langeal01
879,Nick Lodolo,26,CIN,NL,21,21,0,115.1,11,1,9,1,0,.909,,,-1,-2,0,0.78,0.48,P,lodolni01
880,Nathan Lukes,29,TOR,AL,21,19,17,173.0,55,50,4,1,0,.982,6,39,5,34,1,2.81,2.57,OF,lukesna01
881,Bligh Madris,28,DET,AL,21,19,16,171.1,145,140,5,0,12,1.000,-1,-8,2,14,0,7.62,6.90,1B-OF,madribl01
882,Kyle Muller,26,OAK,AL,21,0,0,49.1,10,5,4,1,0,.900,,,0,0,0,1.64,0.43,P,mulleky01
883,James Paxton,35,TOT,ZZ,21,21,0,100.1,8,1,6,1,0,.875,,,0,0,0,0.63,0.33,P,paxtoja01
884,David Peterson,28,NYM,NL,21,21,0,121.0,24,4,15,5,1,.792,,,2,3,0,1.41,0.90,P,peterda01
885,Bryan Ramos,22,CHW,AL,21,19,17,167.0,55,16,38,1,4,.982,-2,-14,-1,-7,0,2.91,2.57,3B,ramosbr01
886,Pablo Reyes,30,BOS,AL,21,15,9,142.0,62,20,38,4,4,.935,-1,-10,-2,-17,0,3.68,2.32,3B-2B-SS-1B-P,reyespa01
887,Ethan Roberts,26,CHC,NL,21,0,0,26.2,3,1,2,0,0,1.000,,,1,8,0,1.01,0.14,P,roberet01
888,Yariel Rodríguez,27,TOR,AL,21,21,0,86.2,15,8,7,0,0,1.000,,,1,2,0,1.56,0.71,P,rodriya01
889,Spencer Schwellenbach,24,ATL,NL,21,21,0,123.2,33,9,24,0,2,1.000,,,5,8,0,2.40,1.57,P,schwesp01
890,Troy Taylor,22,SEA,AL,21,0,0,19.1,1,0,1,0,0,1.000,,,0,0,0,0.47,0.05,P,taylotr01
891,Will Wagner,25,TOR,AL,21,19,17,175.0,85,31,53,1,12,.988,0,2,1,7,0,4.32,3.82,2B-1B,wagnewi01
892,Davis Wendzel,27,TEX,AL,21,11,6,113.2,28,6,22,0,0,1.000,2,24,3,32,0,2.22,1.33,3B-2B-1B,wendzda01
893,Logan Allen,25,CLE,AL,20,20,0,97.1,14,4,10,0,0,1.000,,,1,2,0,1.29,0.70,P,allenlo02
894,Ty Blach,33,COL,NL,20,12,0,71.1,19,5,14,0,2,1.000,,,4,11,0,2.40,0.95,P,blachty01
895,Edward Cabrera,26,MIA,NL,20,20,0,96.1,14,4,6,4,0,.714,,,-4,-8,0,0.93,0.50,P,cabreed02
896,Slade Cecconi,25,ARI,NL,20,13,0,77.0,9,3,6,0,0,1.000,,,0,0,0,1.05,0.45,P,ceccosl01
897,Brent Honeywell Jr.,29,TOT,NL,20,1,0,37.2,9,5,4,0,1,1.000,,,1,31,0,2.15,0.45,P,honeybr01
898,Jay Jackson,36,MIN,AL,20,0,0,26.1,4,2,2,0,0,1.000,,,0,0,0,1.37,0.20,P,jacksja01
899,Tommy Nance,33,TOR,AL,20,0,0,22.0,6,4,1,1,0,.833,,,-2,-18,0,2.05,0.25,P,nanceto01
900,Joshua Palacios,28,PIT,NL,20,19,14,163.0,28,27,1,0,0,1.000,0,-3,-2,-14,0,1.55,1.40,OF,palacjo01
901,Grayson Rodriguez,24,BAL,AL,20,20,0,116.2,17,10,7,0,1,1.000,,,0,0,0,1.31,0.85,P,rodrigr01
902,Blake Snell,31,SFG,NL,20,20,1,104.0,14,5,8,1,0,.929,,,1,2,1,1.13,0.65,P,snellbl01
903,Randy Vásquez,25,SDP,NL,20,20,0,98.0,19,4,15,0,2,1.000,,,1,2,0,1.74,0.95,P,vasqura02
904,Nelson Velázquez,25,KCR,AL,20,17,9,140.0,33,32,0,1,0,.970,-3,-27,-1,-8,0,2.06,1.60,OF,velazne01
905,Jamie Westbrook,29,BOS,AL,20,13,5,104.0,58,21,36,1,6,.983,0,2,0,0,0,4.93,2.71,2B-OF-3B,westbja02
906,Bryan Baker,29,BAL,AL,19,0,0,23.1,4,1,3,0,1,1.000,,,0,0,0,1.54,0.21,P,bakerbr01
907,Hunter Bigge,26,TOT,ZZ,19,1,0,17.1,1,0,1,0,0,1.000,,,-1,-70,0,0.52,0.05,P,biggehu01
908,Chris Devenski,33,TBR,AL,19,0,0,26.2,3,2,1,0,0,1.000,,,-1,-8,0,1.01,0.16,P,devench02
909,Matt Festa,31,TOT,ZZ,19,0,0,23.2,5,2,3,0,0,1.000,,,-1,-50,0,1.90,0.26,P,festama01
910,DJ Herz,23,WSN,NL,19,19,0,88.2,5,0,5,0,0,1.000,,,0,0,-1,0.51,0.26,P,herzdj01
911,Jahmai Jones,26,NYY,AL,19,5,4,69.0,25,16,8,1,1,.960,1,11,0,0,0,3.13,1.26,OF-2B-3B,jonesja08
912,Heston Kjerstad,25,BAL,AL,19,16,9,135.0,34,34,0,0,0,1.000,2,15,-1,-8,-1,2.27,1.79,OF,kjershe01
913,Mason McCoy,29,SDP,NL,19,16,14,143.2,53,20,33,0,7,1.000,-3,-26,0,0,0,3.32,2.79,SS,mccoyma01
914,Keider Montero,23,DET,AL,19,16,1,98.1,13,4,9,0,0,1.000,,,2,4,0,1.19,0.68,P,monteke01
915,Joe Musgrove,31,SDP,NL,19,19,0,99.2,24,11,12,1,0,.958,,,3,6,0,2.08,1.21,P,musgrjo01
916,Jhonny Pereda,28,MIA,NL,19,10,8,101.0,95,86,8,1,1,.989,0,5,0,0,0,8.38,4.70,C-1B-P,peredjh01
917,René Pinto,27,TBR,AL,19,15,11,135.0,129,126,2,1,0,.992,-3,-31,-3,-27,-1,8.53,6.74,C,pintore02
918,Miguel Sanó,31,LAA,AL,19,16,9,136.1,52,28,24,0,2,1.000,2,17,1,9,0,3.43,2.60,3B-1B-P,sanomi01
919,Drew Smith,30,NYM,NL,19,0,0,17.2,1,0,1,0,0,1.000,,,0,0,0,0.51,0.05,P,smithdr01
920,Chadwick Tromp,29,ATL,NL,19,16,10,142.2,138,131,7,0,0,1.000,1,10,2,17,0,8.71,7.26,C,trompch01
921,Taijuan Walker,31,PHI,NL,19,15,0,83.2,18,9,8,1,2,.944,,,0,0,0,1.83,0.89,P,walketa01
922,Joey Wiemer,25,TOT,NL,19,6,4,74.1,13,12,0,1,0,.923,-1,-13,2,32,2,1.45,0.63,OF,wiemejo01
923,Adbert Alzolay,29,CHC,NL,18,0,0,17.1,3,1,2,0,0,1.000,,,-1,-12,0,1.56,0.17,P,alzolad01
924,Tom Cosgrove,28,SDP,NL,18,0,0,14.2,2,0,2,0,0,1.000,,,1,14,0,1.23,0.11,P,cosgrto01
925,Jerar Encarnacion,26,SFG,NL,18,13,9,123.0,33,30,2,1,2,.970,-3,-33,0,0,0,2.34,1.68,OF-1B,encarje01
926,Gerson Garabito,28,TEX,AL,18,2,0,26.1,3,2,1,0,0,1.000,,,0,0,0,1.03,0.17,P,garabge01
927,David Hensley,28,MIA,NL,18,11,6,107.0,37,34,3,0,2,1.000,-2,-25,-2,-22,0,3.11,1.85,OF-1B-P-3B,henslda01
928,Grant Holman,24,OAK,AL,18,0,0,15.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,holmagr01
929,Bailey Horn,26,BOS,AL,18,0,0,18.0,5,1,3,1,0,.800,,,0,0,0,2.00,0.22,P,hornba01
930,Dakota Hudson,29,COL,NL,18,18,0,89.0,14,3,11,0,2,1.000,,,0,0,0,1.42,0.78,P,hudsoda02
931,Grae Kessinger,26,HOU,AL,18,4,3,59.0,30,17,12,1,4,.967,0,6,0,0,0,4.42,1.61,3B-2B-SS-1B-P,kessigr01
932,Marco Luciano,22,SFG,NL,18,14,9,127.0,64,25,33,6,3,.906,-5,-45,-5,-47,-1,4.11,3.22,2B-SS,luciama01
933,Drew Millas,26,WSN,NL,18,17,17,148.0,152,143,8,1,1,.993,1,6,0,0,0,9.18,8.39,C,milladr01
934,Roddery Muñoz,24,MIA,NL,18,17,0,82.2,12,2,6,4,0,.667,,,0,0,0,0.87,0.44,P,munozro01
935,Jonathan Ornelas,24,TEX,AL,18,11,9,106.2,40,14,24,2,1,.950,0,-1,1,11,0,3.21,2.11,3B-SS-2B-OF,orneljo01
936,Enoli Paredes,28,TOT,NL,18,0,0,21.2,1,0,1,0,0,1.000,,,0,0,0,0.42,0.06,P,pareden01
937,Kyren Paris,22,LAA,AL,18,17,12,146.0,68,22,45,1,8,.985,2,17,0,0,0,4.13,3.53,2B-SS,parisky01
938,Thomas Saggese,22,STL,NL,18,13,13,123.1,63,17,43,3,9,.952,0,1,-1,-10,0,4.38,3.33,2B-SS-3B,saggeth01
939,Eric Wagaman,26,LAA,AL,18,17,17,153.1,54,11,39,4,4,.926,1,8,3,23,1,2.93,2.78,3B-OF,wagamer01
940,Joey Wendle,34,NYM,NL,18,10,5,98.0,40,13,24,3,3,.925,-1,-10,-1,-12,0,3.40,2.06,2B-3B-SS,wendljo01
941,Yoshinobu Yamamoto,25,LAD,NL,18,18,0,90.0,14,5,9,0,0,1.000,,,2,4,0,1.40,0.78,P,yamamyo01
942,Seby Zavala,30,SEA,AL,18,14,9,121.0,95,91,3,1,0,.989,0,-1,-2,-20,-1,6.99,5.22,C,zavalse01
943,Yency Almonte,30,CHC,NL,17,0,0,15.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,almonye01
944,Prelander Berroa,24,CHW,AL,17,0,0,19.0,4,1,3,0,0,1.000,,,1,11,0,1.89,0.24,P,berropr01
945,Cody Bolton,26,SEA,AL,17,0,0,18.2,6,0,5,1,0,.833,,,0,0,0,2.41,0.29,P,boltoco01
946,Gerrit Cole,33,NYY,AL,17,17,0,95.0,10,4,6,0,0,1.000,,,-2,-4,0,0.95,0.59,P,colege01
947,Zach DeLoach,25,CHW,AL,17,16,13,138.2,38,37,1,0,0,1.000,0,0,-1,-8,0,2.47,2.24,OF,deloaza01
948,Reid Detmers,24,LAA,AL,17,17,0,87.1,8,3,5,0,0,1.000,,,-2,-5,0,0.82,0.47,P,detmere01
949,Blake Dunn,25,CIN,NL,17,7,3,75.0,18,18,0,0,0,1.000,2,30,0,0,0,2.16,1.06,OF,dunnbl01
950,Sean Guenther,28,DET,AL,17,0,0,21.0,2,1,1,0,0,1.000,,,0,0,0,0.86,0.12,P,guentse01
951,Rafael Marchán,25,PHI,NL,17,14,14,129.0,134,126,6,2,3,.985,2,15,1,9,1,9.21,7.76,C,marchra01
952,Chris Paddack,28,MIN,AL,17,17,0,88.1,13,5,8,0,0,1.000,,,-2,-5,0,1.32,0.76,P,paddach01
953,Josh Sborz,30,TEX,AL,17,0,0,16.1,3,2,1,0,0,1.000,,,-1,-12,0,1.65,0.18,P,sborzjo01
954,Spencer Turnbull,31,PHI,NL,17,7,0,54.1,10,7,3,0,0,1.000,,,-2,-7,0,1.66,0.59,P,turnbsp01
955,Justin Verlander,41,HOU,AL,17,17,0,90.1,9,4,5,0,0,1.000,,,0,0,0,0.90,0.53,P,verlaju01
956,Shay Whitcomb,25,HOU,AL,17,10,7,104.0,35,14,16,5,3,.857,-2,-26,-4,-46,0,2.60,1.67,3B-2B,whitcsh01
957,Alex Young,30,TOT,NL,17,0,0,15.2,2,1,1,0,0,1.000,,,0,0,0,1.15,0.12,P,youngal01
958,Osvaldo Bido,28,OAK,AL,16,9,0,63.1,9,3,5,1,0,.889,,,-1,-3,0,1.14,0.50,P,bidoos01
959,Brandon Bielak,28,TOT,AL,16,0,0,29.2,4,0,4,0,0,1.000,,,0,0,0,1.21,0.25,P,bielabr01
960,Hayden Birdsong,22,SFG,NL,16,16,0,72.0,12,7,4,1,0,.917,,,0,0,0,1.38,0.69,P,birdsha01
961,Colten Brewer,31,CHC,NL,16,0,0,20.2,4,2,1,1,0,.750,,,-2,-19,0,1.31,0.19,P,breweco01
962,Walker Buehler,29,LAD,NL,16,16,0,75.1,18,9,8,1,2,.944,,,-1,-3,0,2.03,1.06,P,buehlwa01
963,Billy Cook,25,PIT,NL,16,14,11,120.0,59,56,2,1,4,.983,2,24,6,60,0,4.35,3.41,OF-1B,cookbi01
964,Garrett Cooper,33,TOT,MLB,16,12,6,104.0,88,78,9,1,9,.989,1,7,-2,-23,-1,7.53,5.12,1B-OF,coopega03
965,Xzavion Curry,25,TOT,ZZ,16,5,0,42.2,2,2,0,0,0,1.000,,,0,0,0,0.42,0.13,P,curryxz01
966,Yu Darvish,37,SDP,NL,16,16,0,81.2,13,4,9,0,0,1.000,,,0,0,0,1.43,0.81,P,darviyu01
967,Jasson Domínguez,21,NYY,AL,16,16,13,140.0,31,28,2,1,0,.968,-4,-33,-2,-17,0,1.93,1.88,OF,dominja01
968,Avisaíl García,33,MIA,NL,16,13,10,114.0,39,38,1,0,0,1.000,0,5,0,0,0,3.08,2.44,OF,garciav01
969,Ronny Henriquez,24,MIN,AL,16,1,0,19.1,5,0,5,0,0,1.000,,,2,21,0,2.33,0.31,P,henriro01
970,Daysbel Hernández,27,ATL,NL,16,0,0,18.0,2,1,1,0,0,1.000,,,0,0,0,1.00,0.13,P,hernada03
971,Brad Keller,28,TOT,AL,16,2,0,41.1,8,5,3,0,0,1.000,,,0,0,0,1.74,0.50,P,kellebr01
972,Joe La Sorsa,26,WSN,NL,16,0,0,17.2,4,0,4,0,0,1.000,,,0,0,0,2.04,0.25,P,lasorjo01
973,Tyler Locklear,23,SEA,AL,16,12,10,112.0,98,91,7,0,5,1.000,1,8,-1,-11,0,7.88,6.13,1B,locklty01
974,Daniel Lynch IV,27,KCR,AL,16,3,0,43.1,10,3,6,1,1,.900,,,0,0,0,1.87,0.56,P,lynchda02
975,Anthony Maldonado,26,MIA,NL,16,1,0,19.0,6,2,3,1,1,.833,,,0,0,0,2.37,0.31,P,maldoan01
976,Ron Marinaccio,28,NYY,AL,16,0,0,23.1,4,1,2,1,0,.750,,,-1,-9,0,1.16,0.19,P,marinro01
977,Nick Martini,34,CIN,NL,16,12,6,100.0,25,24,1,0,0,1.000,1,7,-1,-12,-1,2.25,1.56,OF,martini02
978,Triston McKenzie,26,CLE,AL,16,16,0,75.2,12,9,2,1,0,.917,,,-2,-5,0,1.31,0.69,P,mckentr01
979,Tylor Megill,28,NYM,NL,16,15,0,78.0,18,7,11,0,1,1.000,,,2,5,0,2.08,1.13,P,megilty01
980,Walter Pennington,26,TOT,AL,16,1,0,18.0,2,1,1,0,0,1.000,,,-1,-66,0,1.00,0.13,P,penniwa01
981,Michael Petersen,30,TOT,NL,16,0,0,19.2,1,0,1,0,0,1.000,,,0,0,0,0.46,0.06,P,petermi01
982,Cade Povich,24,BAL,AL,16,16,0,79.2,11,2,9,0,2,1.000,,,2,5,0,1.24,0.69,P,povicca01
983,Drew Rasmussen,28,TBR,AL,16,4,0,28.2,5,2,2,1,1,.800,,,-1,-7,0,1.26,0.25,P,rasmudr01
984,Yerry Rodríguez,26,TOT,AL,16,0,0,21.2,5,2,3,0,0,1.000,,,0,0,0,2.08,0.31,P,rodriye01
985,Patrick Sandoval,27,LAA,AL,16,16,0,79.2,11,1,9,1,0,.909,,,2,5,0,1.13,0.63,P,sandopa02
986,Clarke Schmidt,28,NYY,AL,16,16,0,85.1,15,7,7,1,0,.933,,,1,2,0,1.48,0.88,P,schmicl01
987,Cal Stevenson,27,PHI,NL,16,6,3,59.0,24,23,1,0,0,1.000,-1,-15,-1,-20,1,3.66,1.50,OF,steveca01
988,Brock Stewart,32,MIN,AL,16,0,0,15.2,3,1,2,0,1,1.000,,,0,0,0,1.72,0.19,P,stewabr01
989,Cole Tucker,27,LAA,AL,16,11,7,98.0,38,16,18,4,1,.895,-1,-10,-3,-36,0,3.12,1.89,3B-OF-P,tuckeco01
990,Louie Varland,26,MIN,AL,16,7,0,49.2,7,2,4,1,0,.857,,,2,8,0,1.09,0.38,P,varlalo01
991,Ryan Vilade,25,DET,AL,16,12,8,112.1,32,32,0,0,0,1.000,0,4,-4,-42,-1,2.56,1.88,OF-1B,viladry01
992,Jared Walsh,30,TEX,AL,16,14,14,126.0,116,104,10,2,11,.983,0,-3,-1,-10,0,8.14,7.13,1B,walshja01
993,Ryan Weathers,24,MIA,NL,16,16,0,86.2,11,1,10,0,0,1.000,,,1,2,0,1.14,0.69,P,weathry01
994,Gavin Williams,24,CLE,AL,16,16,0,76.0,13,3,9,1,0,.923,,,0,0,0,1.42,0.75,P,williga01
995,Graham Ashcraft,26,CIN,NL,15,15,0,77.1,21,10,8,3,0,.857,,,-1,-3,0,2.09,1.20,P,ashcrgr01
996,Ben Brown,24,CHC,NL,15,8,0,55.1,5,4,1,0,0,1.000,,,-1,-4,0,0.81,0.33,P,brownbe02
997,José Cisnero,35,LAA,AL,15,0,0,15.2,2,1,0,1,0,.500,,,-1,-13,0,0.57,0.07,P,cisnejo01
998,David Dahl,30,PHI,NL,15,13,5,102.0,19,18,1,0,0,1.000,3,32,3,35,0,1.68,1.27,OF,dahlda01
999,Zach Dezenzo,24,HOU,AL,15,12,10,109.0,86,82,3,1,9,.988,-3,-30,-2,-22,0,7.02,5.00,1B-3B,dezenza01
1000,Logan Driscoll,26,TBR,AL,15,11,7,93.0,107,100,6,1,0,.991,1,6,2,26,0,10.26,7.07,C,drisclo01
1001,Brandon Hughes,28,ARI,NL,15,2,0,17.2,5,2,3,0,0,1.000,,,0,0,0,2.55,0.33,P,hughebr01
1002,Landon Knack,26,LAD,NL,15,12,0,69.0,8,7,1,0,0,1.000,,,-2,-6,0,1.04,0.53,P,knackla01
1003,Coby Mayo,22,BAL,AL,15,12,4,88.0,24,15,8,1,2,.958,-2,-29,-2,-27,0,2.35,1.44,3B-1B,mayoco01
1004,Julian Merryweather,32,CHC,NL,15,0,0,15.0,3,2,1,0,0,1.000,,,0,0,0,1.80,0.20,P,merryju01
1005,Luis Peralta,23,COL,NL,15,0,0,12.1,1,0,1,0,0,1.000,,,-1,-16,0,0.73,0.07,P,perallu01
1006,Emmanuel Ramirez,29,MIA,NL,15,0,0,20.2,1,1,0,0,0,1.000,,,0,0,0,0.44,0.07,P,ramirem01
1007,Jordan Romano,31,TOR,AL,15,0,0,13.2,1,0,1,0,0,1.000,,,-1,-15,0,0.66,0.07,P,romanjo03
1008,Drew Romo,22,COL,NL,15,13,13,115.0,104,93,10,1,1,.990,1,8,2,21,1,8.06,6.87,C,romodr01
1009,Ryder Ryan,29,PIT,NL,15,0,0,20.2,1,1,0,0,0,1.000,,,0,0,0,0.44,0.07,P,ryanry01
1010,Guillo Zuñiga,25,LAA,AL,15,0,0,17.2,1,0,1,0,0,1.000,,,0,0,0,0.51,0.07,P,zuniggu01
1011,Armando Alvarez,29,OAK,AL,14,10,5,80.0,39,30,9,0,4,1.000,-3,-46,-3,-45,0,4.39,2.79,3B-1B-2B-OF,alvarar01
1012,Aaron Ashby,26,MIL,NL,14,2,0,28.1,1,1,0,0,0,1.000,,,-2,-14,0,0.32,0.07,P,ashbyaa01
1013,Matt Barnes,34,WSN,NL,14,0,0,13.1,1,1,0,0,0,1.000,,,-1,-15,0,0.68,0.07,P,barnema01
1014,Shane Baz,25,TBR,AL,14,14,0,79.1,7,4,3,0,1,1.000,,,1,3,0,0.79,0.50,P,bazsh01
1015,Paul Blackburn,30,TOT,ZZ,14,14,0,75.1,17,5,11,1,0,.941,,,1,16,0,1.91,1.14,P,blackpa01
1016,Ryan Borucki,30,PIT,NL,14,0,0,11.0,8,1,5,2,1,.750,,,1,18,0,4.91,0.43,P,borucry01
1017,Cody Bradford,26,TEX,AL,14,13,0,76.1,13,4,8,1,1,.923,,,1,3,0,1.41,0.86,P,bradfco01
1018,Alexander Canario,24,CHC,NL,14,7,4,71.0,24,24,0,0,0,1.000,1,25,2,33,0,3.04,1.71,OF,canaral01
1019,Aledmys Díaz,33,TOT,AL,14,10,7,84.1,49,28,21,0,6,1.000,-2,-22,-1,-14,0,5.23,3.27,SS-1B-2B-3B-OF,diazal02
1020,David Festa,24,MIN,AL,14,13,0,64.1,5,1,4,0,0,1.000,,,-1,-3,0,0.70,0.36,P,festada01
1021,Deivi García,25,CHW,AL,14,0,0,14.0,0,0,0,0,0,,,,-1,-14,,0.00,0.00,P,garcide01
1022,Aaron Hicks,34,LAA,AL,14,9,8,87.2,19,19,0,0,0,1.000,-2,-32,-2,-27,0,1.95,1.36,OF-P,hicksaa01
1023,José Marte,28,LAA,AL,14,0,0,19.1,4,1,3,0,0,1.000,,,1,10,0,1.86,0.29,P,martejo01
1024,Zach Remillard,30,CHW,AL,14,11,7,97.0,36,9,26,1,2,.972,1,11,1,12,0,3.25,2.19,2B-3B-SS-OF,remilza01
1025,Joely Rodríguez,32,BOS,AL,14,0,0,13.2,3,2,1,0,0,1.000,,,0,0,0,1.98,0.21,P,rodrijo06
1026,Brent Rooker,29,OAK,AL,14,13,7,102.1,16,16,0,0,0,1.000,-2,-25,-1,-11,0,1.41,1.14,OF,rookebr01
1027,Sixto Sánchez,25,MIA,NL,14,7,0,35.2,8,5,3,0,2,1.000,,,0,0,0,2.02,0.57,P,sanchsi01
1028,Matt Sauer,25,KCR,AL,14,0,0,16.1,2,0,2,0,0,1.000,,,0,0,0,1.10,0.14,P,sauerma01
1029,Abner Uribe,24,MIL,NL,14,0,0,14.1,7,5,2,0,1,1.000,,,1,14,0,4.40,0.50,P,uribeab01
1030,Tyler Beede,31,CLE,AL,13,0,0,14.0,2,0,2,0,0,1.000,,,-1,-14,0,1.29,0.15,P,beedety01
1031,Valente Bellozo,24,MIA,NL,13,13,0,68.2,9,4,5,0,0,1.000,,,1,3,0,1.18,0.69,P,bellova01
1032,Joe Boyle,24,OAK,AL,13,10,0,47.2,4,1,2,1,0,.750,,,-2,-8,0,0.57,0.23,P,boylejo01
1033,Gustavo Campero,26,LAA,AL,13,12,11,108.1,28,26,1,1,0,.964,-1,-12,-2,-22,-1,2.24,2.08,OF,campegu01
1034,Jeff Criswell,25,COL,NL,13,0,0,19.2,3,1,2,0,0,1.000,,,-2,-20,0,1.37,0.23,P,criswje01
1035,José Cuas,30,TOT,ZZ,13,0,0,16.1,2,1,1,0,0,1.000,,,0,0,0,1.10,0.15,P,cuasjo01
1036,Brett de Geus,26,TOT,ZZ,13,0,0,11.1,3,0,2,1,0,.667,,,0,0,0,1.59,0.15,P,degeubr01
1037,Tristan Gray,28,TOT,MLB,13,7,6,73.0,45,29,16,0,4,1.000,1,22,3,49,0,5.55,3.21,1B-3B,graytr01
1038,DL Hall,25,MIL,NL,13,7,0,43.0,3,0,3,0,0,1.000,,,0,0,0,0.63,0.23,P,halldl01
1039,Merrill Kelly,35,ARI,NL,13,13,0,73.2,16,9,5,2,0,.875,,,-2,-5,0,1.71,1.08,P,kellyme01
